"query"	"MpTak_v6.1"
"Mp2g07710"	"Mp2g07710"
"Mp2g07720"	"Mp2g07720"
"Mp2g07730"	"Mp2g07730"
"Mp2g07740"	"Mp2g07740"
"Mp2g07750"	"Mp2g07750"
"Mp2g07760"	"Mp2g07760"
"Mp2g07770"	"Mp2g07770"
"Mp2g07780"	"Mp2g07780"
"Mp2g07790"	"Mp2g07790"
"Mp2g07800"	"Mp2g07800"
"Mp2g07810"	"Mp2g07810"
"Mp2g07820"	"Mp2g07820"
"Mp2g07830"	"Mp2g07830"
"Mp2g07840"	"Mp2g07840"
"Mp2g07850"	"Mp2g07850"
"Mp2g07860"	"Mp2g07860"
"Mp2g07870"	"Mp2g07870"
"Mp2g07880"	"Mp2g07880"
"Mp2g07890"	"Mp2g07890"
"Mp2g07900"	"Mp2g07900"
"Mp2g07910"	"Mp2g07910"
"Mp2g07920"	"Mp2g07920"
"Mp2g07930"	"Mp2g07930"
"Mp2g07940"	"Mp2g07940"
"Mp2g07950"	"Mp2g07950"
"Mp2g07960"	"Mp2g07960"
"Mp2g07970"	"Mp2g07970"
"Mp2g07980"	"Mp2g07980"
"Mp2g07990"	"Mp2g07990"
"Mp2g08000"	"Mp2g08000"
"Mp2g08005"	"Mp2g08005"
"Mp2g08010"	"Mp2g08010"
"Mp2g08020"	"Mp2g08020"
"Mp2g08030"	"Mp2g08030"
"Mp2g08040"	"Mp2g08040"
"Mp2g08050"	"Mp2g08050"
"Mp2g08055a"	"Mp2g08055a"
"Mp2g08060"	"Mp2g08060"
"Mp2g08070"	"Mp2g08070"
"Mp2g08080"	"Mp2g08080"
"Mp2g08090"	"Mp2g08090"
"Mp2g08100"	"-"
"Mp2g08110"	"Mp2g08110"
"Mp2g08120"	"Mp2g08120"
"Mp2g08130"	"-"
"Mp2g08140"	"Mp2g08140"
"Mp2g08150"	"Mp2g08150"
"Mp2g08160"	"Mp2g08160"
"Mp2g08170"	"Mp2g08170"
"Mp2g08180"	"Mp2g08180"
"Mp2g08190"	"Mp2g08190"
"Mp2g08200"	"Mp2g08200"
"Mp2g08210"	"Mp2g08210"
"Mp2g08220"	"Mp2g08220"
"Mp2g08230"	"Mp2g08230"
"Mp2g08240"	"Mp2g08240"
"Mp2g08250"	"Mp2g08250"
"Mp2g08260"	"Mp2g08260"
"Mp2g08270"	"Mp2g08270"
"Mp2g08280"	"Mp2g08280"
"Mp2g08290"	"Mp2g08290"
"Mp2g08300"	"Mp2g08300"
"Mp2g08310"	"Mp2g08310"
"Mp2g08320"	"Mp2g08320"
"Mp2g08330"	"Mp2g08330"
"Mp2g08340"	"Mp2g08340"
"Mp2g08350"	"Mp2g08350"
"Mp2g08360"	"Mp2g08360"
"Mp2g08370"	"Mp2g08370"
"Mp2g08380"	"Mp2g08380"
"Mp2g08390"	"Mp2g08390"
"Mp2g08400"	"Mp2g08400"
"Mp2g08410"	"Mp2g08410"
"Mp2g08420"	"Mp2g08420"
"Mp2g08430"	"Mp2g08430"
"Mp2g08440"	"Mp2g08440"
"Mp2g08450"	"-"
"Mp2g08460"	"Mp2g08460"
"Mp2g08470"	"Mp2g08470"
"Mp2g08475"	"Mp2g08475"
"Mp2g08480"	"Mp2g08480"
"Mp2g08490"	"Mp2g08490"
"Mp2g08500"	"Mp2g08500"
"Mp2g08510"	"Mp2g08510"
"Mp2g08520"	"Mp2g08520"
"Mp2g08530"	"Mp2g08530"
"Mp2g08540"	"Mp2g08540"
"Mp2g08550"	"Mp2g08550"
"Mp2g08560"	"Mp2g08560"
"Mp2g08570"	"Mp2g08570"
"Mp2g08580"	"Mp2g08580"
"Mp2g08590"	"Mp2g08590"
"Mp2g08600"	"Mp2g08600"
"Mp2g08610"	"Mp2g08610"
"Mp2g08620"	"Mp2g08620"
"Mp2g08630"	"Mp2g08630"
"Mp2g08640"	"Mp2g08640"
"Mp2g08650"	"Mp2g08650"
"Mp2g08660"	"Mp2g08660"
"Mp2g08670"	"Mp2g08670"
"Mp2g08680"	"Mp2g08680"
"Mp2g08690"	"Mp2g08690"
"Mp2g08700"	"Mp2g08700"
"Mp2g08710"	"Mp2g08710"
"Mp2g08720"	"Mp2g08720"
"Mp2g08730"	"Mp2g08730"
"Mp2g08740"	"Mp2g08740"
"Mp2g08750"	"Mp2g08750"
"Mp2g08760"	"Mp2g08760"
"Mp2g08770"	"Mp2g08770"
"Mp2g08780"	"-"
"Mp2g08790"	"Mp2g08790"
"Mp2g08800"	"Mp2g08800"
"Mp2g08810"	"-"
"Mp2g08820"	"Mp2g08820"
"Mp2g08830"	"Mp2g08830"
"Mp2g08840"	"Mp2g08840"
"Mp2g08850"	"Mp2g08850"
"Mp2g08860"	"-"
"Mp2g08870"	"Mp2g08870"
"Mp2g08880"	"Mp2g08880"
"Mp2g08890"	"Mp2g08890"
"Mp2g08900"	"Mp2g08900"
"Mp2g08905a"	"Mp2g08905a"
"Mp2g08910"	"Mp2g08910"
"Mp2g08920"	"Mp2g08920"
"Mp2g08930"	"Mp2g08930"
"Mp2g08940"	"Mp2g08940"
"Mp2g08950"	"Mp2g08950"
"Mp2g08960"	"Mp2g08960"
"Mp2g08970"	"Mp2g08970"
"Mp2g08980"	"Mp2g08980"
"Mp2g08990"	"Mp2g08990"
"Mp2g09000"	"Mp2g09000"
"Mp2g09010"	"Mp2g09010"
"Mp2g09020"	"Mp2g09020"
"Mp2g09030"	"Mp2g09030"
"Mp2g09040"	"Mp2g09040"
"Mp2g09050"	"Mp2g09050"
"Mp2g09060"	"Mp2g09060"
"Mp2g09070"	"Mp2g09070"
"Mp2g09080"	"Mp2g09080"
"Mp2g09090"	"Mp2g09090"
"Mp2g09100"	"Mp2g09100"
"Mp2g09110"	"Mp2g09110"
"Mp2g09120"	"Mp2g09120"
"Mp2g09130"	"Mp2g09130"
"Mp2g09140"	"Mp2g09140"
"Mp2g09150"	"Mp2g09150"
"Mp2g09160"	"Mp2g09160"
"Mp2g09170"	"Mp2g09170"
"Mp2g09180"	"Mp2g09180"
"Mp2g09190"	"Mp2g09190"
"Mp2g09200"	"Mp2g09200"
"Mp2g09210"	"Mp2g09210"
"Mp2g09220"	"Mp2g09220"
"Mp2g09230"	"Mp2g09230"
"Mp2g09240"	"-"
"Mp2g09250"	"Mp2g09250"
"Mp2g09260"	"-"
"Mp2g09270"	"Mp2g09270"
"Mp2g09280"	"Mp2g09280"
"Mp2g09290"	"Mp2g09290"
"Mp2g09300"	"Mp2g09300"
"Mp2g09310"	"Mp2g09310"
"Mp2g09320"	"Mp2g09320"
"Mp2g09330"	"Mp2g09330"
"Mp2g09340"	"Mp2g09340"
"Mp2g09350"	"Mp2g09350"
"Mp2g09360"	"Mp2g09360"
"Mp2g09370"	"Mp2g09370"
"Mp2g09380"	"Mp2g09380"
"Mp2g09390"	"Mp2g09390"
"Mp2g09400"	"Mp2g09400"
"Mp2g09410"	"Mp2g09410"
"Mp2g09420"	"Mp2g09420"
"Mp2g09430"	"-"
"Mp2g09440"	"Mp2g09440"
"Mp2g09450"	"Mp2g09450"
"Mp2g09460"	"Mp2g09460"
"Mp2g09465a"	"Mp2g09465a"
"Mp2g09470"	"Mp2g09470"
"Mp2g09480"	"Mp2g09480"
"Mp2g09490"	"Mp2g09490"
"Mp2g09500"	"-"
"Mp2g09510"	"Mp2g09510"
"Mp2g09520"	"Mp2g09520"
"Mp2g09530"	"Mp2g09530"
"Mp2g09540"	"Mp2g09540"
"Mp2g09550"	"Mp2g09550"
"Mp2g09560"	"Mp2g09560"
"Mp2g09570"	"Mp2g09570"
"Mp2g09580"	"Mp2g09580"
"Mp2g09590"	"Mp2g09590"
"Mp2g09600"	"Mp2g09600"
"Mp2g09610"	"Mp2g09610"
"Mp2g09620"	"Mp2g09620"
"Mp2g09630"	"Mp2g09630"
"Mp2g09640"	"Mp2g09640"
"Mp2g09650"	"Mp2g09650"
"Mp2g09660"	"Mp2g09660"
"Mp2g09670"	"Mp2g09670"
"Mp2g09680"	"Mp2g09680"
"Mp2g09690"	"Mp2g09690"
"Mp2g09700"	"Mp2g09700"
"Mp2g09710"	"-"
"Mp2g09720"	"Mp2g09720"
"Mp2g09725"	"Mp2g09725"
"Mp2g09730"	"Mp2g09730"
"Mp2g09735"	"Mp2g09735"
"Mp2g09740"	"Mp2g09740"
"Mp2g09750"	"-"
"Mp2g09755a"	"Mp2g09755a"
"Mp2g09760"	"Mp2g09760"
"Mp2g09770"	"Mp2g09770"
"Mp2g09780"	"Mp2g09780"
"Mp2g09790"	"Mp2g09790"
"Mp2g09800"	"Mp2g09800"
"Mp2g09810"	"Mp2g09810"
"Mp2g09820"	"Mp2g09820"
"Mp2g09830"	"Mp2g09830"
"Mp2g09835a"	"Mp2g09835a"
"Mp2g09840"	"Mp2g09840"
"Mp2g09850"	"Mp2g09850"
"Mp2g09860"	"Mp2g09860"
"Mp2g09870"	"-"
"Mp2g09880"	"Mp2g09880"
"Mp2g09890"	"-"
"Mp2g09900"	"-"
"Mp2g09910"	"Mp2g09910"
"Mp2g09920"	"-"
"Mp2g09930"	"Mp2g09930"
"Mp2g09940"	"Mp2g09940"
"Mp2g09950"	"-"
"Mp2g09960"	"Mp2g09960"
"Mp2g09970"	"Mp2g09970"
"Mp2g09980"	"Mp2g09980"
"Mp2g09990"	"Mp2g09990"
"Mp2g09995a"	"Mp2g09995a"
"Mp2g10000"	"-"
"Mp2g10010"	"Mp2g10010"
"Mp2g10020"	"Mp2g10020"
"Mp2g10030"	"Mp2g10030"
"Mp2g10040"	"Mp2g10040"
"Mp2g10050"	"Mp2g10050"
"Mp2g10060"	"Mp2g10060"
"Mp2g10070"	"Mp2g10070"
"Mp2g10080"	"Mp2g10080"
"Mp2g10090"	"Mp2g10090"
"Mp2g10100"	"Mp2g10100"
"Mp2g10110"	"Mp2g10110"
"Mp2g10120"	"Mp2g10120"
"Mp2g10130"	"Mp2g10130"
"Mp2g10135"	"Mp2g10135"
"Mp2g10140"	"Mp2g10140"
"Mp2g10150"	"Mp2g10150"
"Mp2g10160"	"Mp2g10160"
"Mp2g10170"	"Mp2g10170"
"Mp2g10180"	"Mp2g10180"
"Mp2g10190"	"Mp2g10190"
"Mp2g10200"	"Mp2g10200"
"Mp2g10210"	"Mp2g10210"
"Mp2g10220"	"Mp2g10220"
"Mp2g10230"	"Mp2g10230"
"Mp2g10240"	"Mp2g10240"
"Mp2g10250"	"Mp2g10250"
"Mp2g10260"	"Mp2g10260"
"Mp2g10270"	"Mp2g10270"
"Mp2g10280"	"Mp2g10280"
"Mp2g10290"	"Mp2g10290"
"Mp2g10300"	"Mp2g10300"
"Mp2g10310"	"Mp2g10310"
"Mp2g10320"	"Mp2g10320"
"Mp2g10330"	"Mp2g10330"
"Mp2g10340"	"Mp2g10340"
"Mp2g10350"	"Mp2g10350"
"Mp2g10360"	"Mp2g10360"
"Mp2g10370"	"-"
"Mp2g10380"	"Mp2g10380"
"Mp2g10390"	"Mp2g10390"
"Mp2g10400"	"Mp2g10400"
"Mp2g10410"	"Mp2g10410"
"Mp2g10420"	"Mp2g10420"
"Mp2g10430"	"Mp2g10430"
"Mp2g10440"	"Mp2g10440"
"Mp2g10450"	"Mp2g10450"
"Mp2g10460"	"Mp2g10460"
"Mp2g10470"	"Mp2g10470"
"Mp2g10480"	"Mp2g10480"
"Mp2g10490"	"Mp2g10490"
"Mp2g10500"	"Mp2g10500"
"Mp2g10510"	"Mp2g10510"
"Mp2g10520"	"Mp2g10520"
"Mp2g10530"	"Mp2g10530"
"Mp2g10535"	"Mp2g10535"
"Mp2g10540"	"Mp2g10540"
"Mp2g10550"	"Mp2g10550"
"Mp2g10560"	"Mp2g10560"
"Mp2g10570"	"Mp2g10570"
"Mp2g10580"	"Mp2g10580"
"Mp2g10590"	"Mp2g10590"
"Mp2g10600"	"Mp2g10600"
"Mp2g10610"	"Mp2g10610"
"Mp2g10620"	"Mp2g10620"
"Mp2g10630"	"Mp2g10630"
"Mp2g10640"	"Mp2g10640"
"Mp2g10650"	"Mp2g10650"
"Mp2g10660"	"Mp2g10660"
"Mp2g10670"	"Mp2g10670"
"Mp2g10680"	"Mp2g10680"
"Mp2g10690"	"Mp2g10690"
"Mp2g10700"	"Mp2g10700"
"Mp2g10710"	"Mp2g10710"
"Mp2g10720"	"Mp2g10720"
"Mp2g10730"	"Mp2g10730"
"Mp2g10740"	"Mp2g10740"
"Mp2g10750"	"Mp2g10750"
"Mp2g10760"	"Mp2g10760"
"Mp2g10770"	"Mp2g10770"
"Mp2g10780"	"Mp2g10780"
"Mp2g10790"	"Mp2g10790"
"Mp2g10800"	"Mp2g10800"
"Mp2g10810"	"Mp2g10810"
"Mp2g10820"	"Mp2g10820"
"Mp2g10825"	"Mp2g10825"
"Mp2g10830"	"Mp2g10830"
"Mp2g10840"	"-"
"Mp2g10850"	"Mp2g10850"
"Mp2g10860"	"Mp2g10860"
"Mp2g10870"	"Mp2g10870"
"Mp2g10875a"	"Mp2g10875a"
"Mp2g10880"	"Mp2g10880"
"Mp2g10890"	"Mp2g10890"
"Mp2g10900"	"Mp2g10900"
"Mp2g10910"	"Mp2g10910"
"Mp2g10920"	"Mp2g10920"
"Mp2g10930"	"Mp2g10930"
"Mp2g10940"	"Mp2g10940"
"Mp2g10950"	"Mp2g10950"
"Mp2g10960"	"Mp2g10960"
"Mp2g10970"	"Mp2g10970"
"Mp2g10975"	"Mp2g10975"
"Mp2g10980"	"Mp2g10980"
"Mp2g10990"	"Mp2g10990"
"Mp2g11000"	"Mp2g11000"
"Mp2g11010"	"Mp2g11010"
"Mp2g11020"	"Mp2g11020"
"Mp2g11030"	"Mp2g11030"
"Mp2g11040"	"Mp2g11040"
"Mp2g11050"	"Mp2g11050"
"Mp2g11060"	"Mp2g11060"
"Mp2g11070"	"Mp2g11070"
"Mp2g11080"	"Mp2g11080"
"Mp2g11090"	"Mp2g11090"
"Mp2g11100"	"Mp2g11100"
"Mp2g11110"	"Mp2g11110"
"Mp2g11120"	"Mp2g11120"
"Mp2g11130"	"Mp2g11130"
"Mp2g11140"	"Mp2g11140"
"Mp2g11150"	"Mp2g11150"
"Mp2g11160"	"Mp2g11160"
"Mp2g11170"	"Mp2g11170"
"Mp2g11180"	"Mp2g11180"
"Mp2g11190"	"Mp2g11190"
"Mp2g11200"	"Mp2g11200"
"Mp2g11210"	"Mp2g11210"
"Mp2g11220"	"Mp2g11220"
"Mp2g11230"	"Mp2g11230"
"Mp2g11240"	"Mp2g11240"
"Mp2g11250"	"Mp2g11250"
"Mp2g11260"	"Mp2g11260"
"Mp2g11270"	"Mp2g11270"
"Mp2g11280"	"Mp2g11280"
"Mp2g11290"	"Mp2g11290"
"Mp2g11300"	"Mp2g11300"
"Mp2g11310"	"Mp2g11310"
"Mp2g11320"	"Mp2g11320"
"Mp2g11330"	"Mp2g11330"
"Mp2g11340"	"Mp2g11340"
"Mp2g11350"	"Mp2g11350"
"Mp2g11360"	"Mp2g11360"
"Mp2g11370"	"Mp2g11370"
"Mp2g11380"	"Mp2g11380"
"Mp2g11390"	"Mp2g11390"
"Mp2g11400"	"Mp2g11400"
"Mp2g11410"	"Mp2g11410"
"Mp2g11420"	"-"
"Mp2g11430"	"-"
"Mp2g11440"	"-"
"Mp2g11450"	"Mp2g11450"
"Mp2g11460"	"Mp2g11460"
"Mp2g11470"	"-"
"Mp2g11480"	"Mp2g11480"
"Mp2g11490"	"Mp2g11490"
"Mp2g11500"	"Mp2g11500"
"Mp2g11510"	"Mp2g11510"
"Mp2g11520"	"Mp2g11520"
"Mp2g11530"	"Mp2g11530"
"Mp2g11540"	"Mp2g11540"
"Mp2g11550"	"Mp2g11550"
"Mp2g11560"	"Mp2g11560"
"Mp2g11570"	"Mp2g11570"
"Mp2g11580"	"Mp2g11580"
"Mp2g11590"	"Mp2g11590"
"Mp2g11600"	"Mp2g11600"
"Mp2g11610"	"Mp2g11610"
"Mp2g11620"	"Mp2g11620"
"Mp2g11630"	"Mp2g11630"
"Mp2g11640"	"Mp2g11640"
"Mp2g11650"	"Mp2g11650"
"Mp2g11660"	"Mp2g11660"
"Mp2g11670"	"Mp2g11670"
"Mp2g11680"	"Mp2g11680"
"Mp2g11690"	"Mp2g11690"
"Mp2g11700"	"Mp2g11700"
"Mp2g11710"	"-"
"Mp2g11720"	"Mp2g11720"
"Mp2g11730"	"-"
"Mp2g11740"	"Mp2g11740"
"Mp2g11750"	"Mp2g11750"
"Mp2g11760"	"Mp2g11760"
"Mp2g11770"	"Mp2g11770"
"Mp2g11780"	"Mp2g11780"
"Mp2g11790"	"Mp2g11790"
"Mp2g11800"	"-"
"Mp2g11810"	"Mp2g11810"
"Mp2g11815a"	"Mp2g11815a"
"Mp2g11820"	"Mp2g11820"
"Mp2g11830"	"Mp2g11830"
"Mp2g11840"	"Mp2g11840"
"Mp2g11850"	"Mp2g11850"
"Mp2g11860"	"Mp2g11860"
"Mp2g11870"	"Mp2g11870"
"Mp2g11880"	"Mp2g11880"
"Mp2g11890"	"Mp2g11890"
"Mp2g11900"	"Mp2g11900"
"Mp2g11910"	"Mp2g11910"
"Mp2g11920"	"Mp2g11920"
"Mp2g11930"	"Mp2g11930"
"Mp2g11940"	"Mp2g11940"
"Mp2g11950"	"Mp2g11950"
"Mp2g11960"	"Mp2g11960"
"Mp2g11965a"	"Mp2g11965a"
"Mp2g11970"	"-"
"Mp2g11975a"	"Mp2g11975a"
"Mp2g11975b"	"Mp2g11975b"
"Mp2g11980"	"Mp2g11980"
"Mp2g11990"	"Mp2g11990"
"Mp2g12000"	"Mp2g12000"
"Mp2g12010"	"Mp2g12010"
"Mp2g12020"	"Mp2g12020"
"Mp2g12030"	"Mp2g12030"
"Mp2g12040"	"Mp2g12040"
"Mp2g12050"	"Mp2g12050"
"Mp2g12060"	"Mp2g12060"
"Mp2g12070"	"Mp2g12070"
"Mp2g12075"	"Mp2g12075"
"Mp2g12080"	"Mp2g12080"
"Mp2g12090"	"Mp2g12090"
"Mp2g12100"	"Mp2g12100"
"Mp2g12110"	"Mp2g12110"
"Mp2g12120"	"Mp2g12120"
"Mp2g12130"	"Mp2g12130"
"Mp2g12140"	"Mp2g12140"
"Mp2g12150"	"Mp2g12150"
"Mp2g12160"	"Mp2g12160"
"Mp2g12170"	"Mp2g12170"
"Mp2g12175a"	"Mp2g12175a"
"Mp2g12180"	"Mp2g12180"
"Mp2g12190"	"Mp2g12190"
"Mp2g12200"	"Mp2g12200"
"Mp2g12210"	"Mp2g12210"
"Mp2g12220"	"Mp2g12220"
"Mp2g12230"	"Mp2g12230"
"Mp2g12240"	"Mp2g12240"
"Mp2g12250"	"Mp2g12250"
"Mp2g12260"	"Mp2g12260"
"Mp2g12270"	"Mp2g12270"
"Mp2g12280"	"-"
"Mp2g12290"	"Mp2g12290"
"Mp2g12300"	"Mp2g12300"
"Mp2g12310"	"Mp2g12310"
"Mp2g12320"	"Mp2g12320"
"Mp2g12330"	"Mp2g12330"
"Mp2g12340"	"Mp2g12340"
"Mp2g12350"	"Mp2g12350"
"Mp2g12360"	"Mp2g12360"
"Mp2g12370"	"Mp2g12370"
"Mp2g12380"	"Mp2g12380"
"Mp2g12390"	"Mp2g12390"
"Mp2g12400"	"Mp2g12400"
"Mp2g12410"	"Mp2g12410"
"Mp2g12420"	"Mp2g12420"
"Mp2g12430"	"Mp2g12430"
"Mp2g12440"	"Mp2g12440"
"Mp2g12450"	"Mp2g12450"
"Mp2g12460"	"Mp2g12460"
"Mp2g12470"	"Mp2g12470"
"Mp2g12480"	"Mp2g12480"
"Mp2g12490"	"Mp2g12490"
"Mp2g12500"	"Mp2g12500"
"Mp2g12510"	"Mp2g12510"
"Mp2g12520"	"Mp2g12520"
"Mp2g12530"	"Mp2g12530"
"Mp2g12540"	"Mp2g12540"
"Mp2g12550"	"Mp2g12550"
"Mp2g12560"	"Mp2g12560"
"Mp2g12570"	"Mp2g12570"
"Mp2g12580"	"Mp2g12580"
"Mp2g12590"	"-"
"Mp2g12600"	"-"
"Mp2g12610"	"Mp2g12610"
"Mp2g12620"	"Mp2g12620"
"Mp2g12630"	"Mp2g12630"
"Mp2g12640"	"Mp2g12640"
"Mp2g12650"	"Mp2g12650"
"Mp2g12660"	"Mp2g12660"
"Mp2g12670"	"Mp2g12670"
"Mp2g12680"	"Mp2g12680"
"Mp2g12690"	"Mp2g12690"
"Mp2g12700"	"Mp2g12700"
"Mp2g12710"	"Mp2g12710"
"Mp2g12720"	"Mp2g12720"
"Mp2g12730"	"Mp2g12730"
"Mp2g12740"	"Mp2g12740"
"Mp2g12750"	"Mp2g12750"
"Mp2g12760"	"-"
"Mp2g12770"	"-"
"Mp2g12780"	"Mp2g12780"
"Mp2g12790"	"-"
"Mp2g12800"	"Mp2g12800"
"Mp2g12810"	"Mp2g12810"
"Mp2g12820"	"Mp2g12820"
"Mp2g12830"	"Mp2g12830"
"Mp2g12840"	"Mp2g12840"
"Mp2g12850"	"Mp2g12850"
"Mp2g12860"	"-"
"Mp2g12870"	"Mp2g12870"
"Mp2g12880"	"Mp2g12880"
"Mp2g12890"	"Mp2g12890"
"Mp2g12900"	"Mp2g12900"
"Mp2g12910"	"Mp2g12910"
"Mp2g12920"	"Mp2g12920"
"Mp2g12930"	"Mp2g12930"
"Mp2g12940"	"Mp2g12940"
"Mp2g12950"	"Mp2g12950"
"Mp2g12960"	"Mp2g12960"
"Mp2g12970"	"Mp2g12970"
"Mp2g12980"	"Mp2g12980"
"Mp2g12990"	"Mp2g12990"
"Mp2g13000"	"Mp2g13000"
"Mp2g13010"	"Mp2g13010"
"Mp2g13020"	"Mp2g13020"
"Mp2g13030"	"Mp2g13030"
"Mp2g13040"	"Mp2g13040"
"Mp2g13050"	"Mp2g13050"
"Mp2g13060"	"Mp2g13060"
"Mp2g13070"	"Mp2g13070"
"Mp2g13080"	"Mp2g13080"
"Mp2g13090"	"Mp2g13090"
"Mp2g13095"	"Mp2g13095"
"Mp2g13100"	"Mp2g13100"
"Mp2g13110"	"Mp2g13110"
"Mp2g13120"	"Mp2g13120"
"Mp2g13130"	"Mp2g13130"
"Mp2g13140"	"Mp2g13140"
"Mp2g13150"	"Mp2g13150"
"Mp2g13160"	"Mp2g13160"
"Mp2g13170"	"Mp2g13170"
"Mp2g13180"	"Mp2g13180"
"Mp2g13190"	"Mp2g13190"
"Mp2g13200"	"Mp2g13200"
"Mp2g13210"	"Mp2g13210"
"Mp2g13220"	"Mp2g13220"
"Mp2g13230"	"Mp2g13230"
"Mp2g13235"	"Mp2g13235"
"Mp2g13240"	"Mp2g13240"
"Mp2g13250"	"Mp2g13250"
"Mp2g13260"	"Mp2g13260"
"Mp2g13270"	"Mp2g13270"
"Mp2g13280"	"Mp2g13280"
"Mp2g13290"	"Mp2g13290"
"Mp2g13300"	"Mp2g13300"
"Mp2g13310"	"-"
"Mp2g13320"	"Mp2g13320"
"Mp2g13330"	"Mp2g13330"
"Mp2g13340"	"Mp2g13340"
"Mp2g13350"	"Mp2g13350"
"Mp2g13360"	"Mp2g13360"
"Mp2g13370"	"Mp2g13370"
"Mp2g13380"	"Mp2g13380"
"Mp2g13390"	"-"
"Mp2g13400"	"Mp2g13400"
"Mp2g13405a"	"Mp2g13405a"
"Mp2g13410"	"Mp2g13410"
"Mp2g13420"	"Mp2g13420"
"Mp2g13425a"	"Mp2g13425a"
"Mp2g13430"	"Mp2g13430"
"Mp2g13440"	"Mp2g13440"
"Mp2g13450"	"Mp2g13450"
"Mp2g13460"	"Mp2g13460"
"Mp2g13470"	"Mp2g13470"
"Mp2g13480"	"Mp2g13480"
"Mp2g13490"	"Mp2g13490"
"Mp2g13500"	"Mp2g13500"
"Mp2g13510"	"Mp2g13510"
"Mp2g13520"	"Mp2g13520"
"Mp2g13530"	"Mp2g13530"
"Mp2g13540"	"Mp2g13540"
"Mp2g13550"	"Mp2g13550"
"Mp2g13560"	"Mp2g13560"
"Mp2g13570"	"Mp2g13570"
"Mp2g13580"	"Mp2g13580"
"Mp2g13590"	"Mp2g13590"
"Mp2g13600"	"Mp2g13600"
"Mp2g13610"	"Mp2g13610"
"Mp2g13620"	"Mp2g13620"
"Mp2g13630"	"Mp2g13630"
"Mp2g13640"	"Mp2g13640"
"Mp2g13650"	"Mp2g13650"
"Mp2g13660"	"Mp2g13660"
"Mp2g13670"	"Mp2g13670"
"Mp2g13680"	"Mp2g13680"
"Mp2g13690"	"Mp2g13690"
"Mp2g13700"	"Mp2g13700"
"Mp2g13710"	"Mp2g13710"
"Mp2g13720"	"-"
"Mp2g13730"	"Mp2g13730"
"Mp2g13740"	"Mp2g13740"
"Mp2g13750"	"Mp2g13750"
"Mp2g13760"	"Mp2g13760"
"Mp2g13770"	"Mp2g13770"
"Mp2g13780"	"Mp2g13780"
"Mp2g13790"	"Mp2g13790"
"Mp2g13800"	"Mp2g13800"
"Mp2g13810"	"Mp2g13810"
"Mp2g13820"	"Mp2g13820"
"Mp2g13830"	"Mp2g13830"
"Mp2g13840"	"Mp2g13840"
"Mp2g13850"	"Mp2g13850"
"Mp2g13860"	"Mp2g13860"
"Mp2g13865a"	"Mp2g13865a"
"Mp2g13870"	"Mp2g13870"
"Mp2g13880"	"Mp2g13880"
"Mp2g13890"	"Mp2g13890"
"Mp2g13900"	"Mp2g13900"
"Mp2g13910"	"Mp2g13910"
"Mp2g13920"	"Mp2g13920"
"Mp2g13930"	"Mp2g13930"
"Mp2g13940"	"Mp2g13940"
"Mp2g13950"	"Mp2g13950"
"Mp2g13960"	"Mp2g13960"
"Mp2g13970"	"Mp2g13970"
"Mp2g13980"	"Mp2g13980"
"Mp2g13990"	"Mp2g13990"
"Mp2g14000"	"Mp2g14000"
"Mp2g14005a"	"Mp2g14005a"
"Mp2g14010"	"Mp2g14010"
"Mp2g14020"	"Mp2g14020"
"Mp2g14030"	"Mp2g14030"
"Mp2g14040"	"Mp2g14040"
"Mp2g14050"	"Mp2g14050"
"Mp2g14060"	"Mp2g14060"
"Mp2g14070"	"Mp2g14070"
"Mp2g14080"	"Mp2g14080"
"Mp2g14090"	"-"
"Mp2g14100"	"Mp2g14100"
"Mp2g14110"	"Mp2g14110"
"Mp2g14120"	"Mp2g14120"
"Mp2g14125"	"Mp2g14125"
"Mp2g14130"	"Mp2g14130"
"Mp2g14140"	"Mp2g14140"
"Mp2g14150"	"Mp2g14150"
"Mp2g14160"	"Mp2g14160"
"Mp2g14170"	"Mp2g14170"
"Mp2g14180"	"Mp2g14180"
"Mp2g14190"	"Mp2g14190"
"Mp2g14200"	"Mp2g14200"
"Mp2g14210"	"Mp2g14210"
"Mp2g14220"	"Mp2g14220"
"Mp2g14230"	"Mp2g14230"
"Mp2g14240"	"Mp2g14240"
"Mp2g14245a"	"Mp2g14245a"
"Mp2g14245b"	"Mp2g14245b"
"Mp2g14250"	"Mp2g14250"
"Mp2g14260"	"Mp2g14260"
"Mp2g14270"	"Mp2g14270"
"Mp2g14280"	"Mp2g14280"
"Mp2g14290"	"Mp2g14290"
"Mp2g14300"	"Mp2g14300"
"Mp2g14310"	"Mp2g14310"
"Mp2g14320"	"Mp2g14320"
"Mp2g14330"	"Mp2g14330"
"Mp2g14340"	"Mp2g14340"
"Mp2g14350"	"Mp2g14350"
"Mp2g14360"	"Mp2g14360"
"Mp2g14365a"	"Mp2g14365a"
"Mp2g14370"	"Mp2g14370"
"Mp2g14380"	"Mp2g14380"
"Mp2g14390"	"Mp2g14390"
"Mp2g14400"	"-"
"Mp2g14410"	"Mp2g14410"
"Mp2g14420"	"Mp2g14420"
"Mp2g14430"	"Mp2g14430"
"Mp2g14440"	"Mp2g14440"
"Mp2g14450"	"Mp2g14450"
"Mp2g14460"	"Mp2g14460"
"Mp2g14470"	"Mp2g14470"
"Mp2g14480"	"Mp2g14480"
