"query"	"MpTak_v6.1"
"Mapoly1911s0001"	"Mp6g12250"
"Mapoly0135s0008"	"Mp6g12260"
"Mapoly0135s0007"	"Mp6g12270"
"Mapoly0135s0006"	"Mp6g12280"
"Mapoly0135s0005"	"Mp6g12290"
"Mapoly0135s0004"	"Mp6g12300"
"Mapoly0135s0003"	"Mp6g12310"
"Mapoly0135s0002"	"Mp6g12320"
"Mapoly0135s0001"	"Mp6g12330"
"Mapoly0263s0001"	"-"
"Mapoly0059s0108"	"-"
"Mapoly0633s0001"	"-"
"Mapoly0633s0002"	"Mp6g12380"
"Mapoly0059s0107"	"-"
"Mapoly0059s0106"	"Mp6g12400"
"Mapoly0059s0105"	"Mp6g12410"
"Mapoly0059s0104"	"Mp6g12420"
"Mapoly0059s0103"	"Mp6g12430"
"Mapoly0059s0102"	"Mp6g12440"
"Mapoly0059s0101"	"Mp6g12450"
"Mapoly0059s0099"	"Mp6g12480"
"Mapoly0059s0098"	"Mp6g12490"
"Mapoly0059s0097"	"Mp6g12500"
"Mapoly0059s0096"	"Mp6g12510"
"Mapoly0059s0095"	"Mp6g12520"
"Mapoly0059s0094"	"Mp6g12530"
"Mapoly0059s0093"	"Mp6g12540"
"Mapoly0059s0092"	"Mp6g12550"
"Mapoly0059s0091"	"Mp6g12560"
"Mapoly0059s0090"	"Mp6g12570"
"Mapoly0059s0089"	"Mp6g12580"
"Mapoly0059s0088"	"Mp6g12590"
"Mapoly0059s0087"	"Mp6g12600"
"Mapoly0059s0086"	"Mp6g12610"
"Mapoly0059s0085"	"Mp6g12620"
"Mapoly0059s0084"	"Mp6g12630"
"Mapoly0059s0083"	"Mp6g12640"
"Mapoly0059s0081"	"Mp6g12650"
"Mapoly0059s0080"	"Mp6g12660"
"Mapoly0059s0079"	"Mp6g12670"
"Mapoly3260s0001"	"-"
"Mapoly0059s0078"	"-"
"Mapoly0059s0077"	"Mp6g12700"
"Mapoly0059s0076"	"Mp6g12710"
"Mapoly0059s0075"	"Mp6g12720"
"Mapoly0059s0074"	"Mp6g12730"
"Mapoly0059s0073"	"Mp6g12740"
"Mapoly0059s0072"	"Mp6g12750"
"Mapoly0059s0071"	"Mp6g12760"
"Mapoly0059s0070"	"-"
"Mapoly0059s0069"	"Mp6g12790"
"Mapoly0059s0068"	"Mp6g12800"
"Mapoly0059s0067"	"Mp6g12810"
"Mapoly0059s0066"	"Mp6g12820"
"Mapoly0059s0065"	"Mp6g12830"
"Mapoly0059s0064"	"Mp6g12840"
"Mapoly0059s0063"	"Mp6g12850"
"Mapoly0059s0062"	"-"
"Mapoly0059s0061"	"Mp6g12870"
"Mapoly0059s0060"	"Mp6g12880"
"Mapoly0059s0059"	"Mp6g12890"
"Mapoly0059s0058"	"Mp6g12900"
"Mapoly0059s0057"	"Mp6g12910"
"Mapoly0059s0056"	"Mp6g12920"
"Mapoly0059s0055"	"Mp6g12930"
"Mapoly0059s0054"	"Mp6g12940"
"Mapoly0059s0053"	"Mp6g12950"
"Mapoly0059s0052"	"Mp6g12960"
"Mapoly0059s0051"	"Mp6g12970"
"Mapoly0059s0050"	"Mp6g12980"
"Mapoly0059s0049"	"Mp6g12990"
"Mapoly0059s0048"	"Mp6g13010"
"Mapoly0059s0047"	"Mp6g13020"
"Mapoly0059s0046"	"Mp6g13030"
"Mapoly0059s0045"	"Mp6g13040"
"Mapoly0059s0044"	"-"
"Mapoly0059s0043"	"Mp6g13060"
"Mapoly0059s0100"	"Mp6g13070"
"Mapoly0059s0042"	"Mp6g13080"
"Mapoly0059s0041"	"Mp6g13090"
"Mapoly0059s0040"	"Mp6g13100"
"Mapoly0059s0039"	"Mp6g13110"
"Mapoly0059s0038"	"Mp6g13120"
"Mapoly0059s0037"	"Mp6g13130"
"Mapoly0059s0036"	"Mp6g13140"
"Mapoly0059s0035"	"Mp6g13150"
"Mapoly0059s0034"	"Mp6g13160"
"Mapoly0059s0032"	"-"
"Mapoly0059s0031"	"Mp6g13180"
"Mapoly0059s0030"	"Mp6g13190"
"Mapoly0059s0029"	"Mp6g13200"
"Mapoly0059s0028"	"Mp6g13210"
"Mapoly0059s0027"	"Mp6g13220"
"Mapoly0059s0026"	"Mp6g13230"
"Mapoly0059s0025"	"Mp6g13240"
"Mapoly0059s0024"	"Mp6g13250"
"Mapoly0059s0023"	"Mp6g13260"
"Mapoly0059s0022"	"Mp6g13270"
"Mapoly0059s0021"	"Mp6g13280"
"Mapoly0059s0020"	"Mp6g13290"
"Mapoly0059s0019"	"Mp6g13300"
"Mapoly0059s0018"	"Mp6g13310"
"Mapoly0059s0017"	"Mp6g13320"
"Mapoly0059s0016"	"Mp6g13340"
"Mapoly0059s0015"	"Mp6g13350"
"Mapoly0059s0014"	"Mp6g13360"
"Mapoly0059s0013"	"Mp6g13370"
"Mapoly0059s0012"	"Mp6g13380"
"Mapoly0059s0011"	"Mp6g13390"
"Mapoly0059s0010"	"Mp6g13400"
"Mapoly0059s0009"	"Mp6g13410"
"Mapoly0059s0008"	"Mp6g13420"
"Mapoly0059s0007"	"Mp6g13430"
"Mapoly0059s0006"	"Mp6g13440"
"Mapoly0059s0005"	"Mp6g13450"
"Mapoly0059s0004"	"Mp6g13460"
"Mapoly0059s0002"	"Mp6g13470"
"Mapoly0059s0001"	"Mp6g13480"
"Mapoly0047s0004"	"Mp6g13490"
"Mapoly0047s0001"	"Mp6g13500"
"Mapoly0047s0002"	"Mp6g13510"
"Mapoly0047s0003"	"Mp6g13520"
"Mapoly0047s0005"	"Mp6g13530"
"Mapoly0047s0006"	"Mp6g13540"
"Mapoly0047s0007"	"Mp6g13550"
"Mapoly0047s0008"	"Mp6g13560"
"Mapoly0047s0009"	"Mp6g13570"
"Mapoly0047s0010"	"Mp6g13580"
"Mapoly0047s0011"	"Mp6g13600"
"Mapoly0047s0012"	"Mp6g13610"
"Mapoly0047s0013"	"Mp6g13620"
"Mapoly0047s0014"	"Mp6g13630"
"Mapoly0047s0015"	"Mp6g13640"
"Mapoly0047s0016"	"Mp6g13650"
"Mapoly0047s0017"	"Mp6g13660"
"Mapoly0047s0018"	"Mp6g13670"
"Mapoly0047s0019"	"Mp6g13680"
"Mapoly0047s0020"	"Mp6g13690"
"Mapoly0047s0021"	"Mp6g13700"
"Mapoly0047s0022"	"Mp6g13710"
"Mapoly0047s0023"	"Mp6g13720"
"Mapoly0047s0024"	"Mp6g13730"
"Mapoly0047s0025"	"Mp6g13740"
"Mapoly0047s0026"	"Mp6g13750"
"Mapoly0047s0027"	"Mp6g13760"
"Mapoly0047s0028"	"Mp6g13770"
"Mapoly0047s0029"	"Mp6g13780"
"Mapoly0047s0030"	"Mp6g13790"
"Mapoly0047s0031"	"Mp6g13800"
"Mapoly0047s0032"	"Mp6g13810"
"Mapoly0047s0034"	"Mp6g13820"
"Mapoly0047s0035"	"Mp6g13830"
"Mapoly0047s0036"	"Mp6g13840"
"Mapoly0047s0037"	"Mp6g13850"
"Mapoly0047s0038"	"Mp6g13860"
"Mapoly0047s0039"	"Mp6g13870"
"Mapoly0047s0040"	"Mp6g13880"
"Mapoly0047s0041"	"Mp6g13890"
"Mapoly0047s0042"	"Mp6g13900"
"Mapoly0047s0043"	"Mp6g13910"
"Mapoly0047s0044"	"Mp6g13920"
"Mapoly0047s0045"	"Mp6g13930"
"Mapoly0047s0046"	"Mp6g13940"
"Mapoly0047s0047"	"Mp6g13950"
"Mapoly0047s0048"	"Mp6g13960"
"Mapoly0047s0053"	"Mp6g13970"
"Mapoly0047s0054"	"Mp6g13980"
"Mapoly0047s0055"	"Mp6g13990"
"Mapoly0047s0056"	"Mp6g14000"
"Mapoly0333s0001"	"Mp6g14010"
"Mapoly0047s0057"	"Mp6g14020"
"Mapoly0047s0058"	"Mp6g14030"
"Mapoly0047s0059"	"-"
"Mapoly0047s0060"	"-"
"Mapoly0047s0061"	"Mp6g14060"
"Mapoly0865s0001"	"Mp6g14070"
"Mapoly0047s0062"	"Mp6g14080"
"Mapoly0047s0063"	"Mp6g14090"
"Mapoly0047s0064"	"-"
"Mapoly0047s0065"	"Mp6g14110"
"Mapoly0047s0066"	"Mp6g14120"
"Mapoly0047s0067"	"Mp6g14130"
"Mapoly0047s0068"	"Mp6g14140"
"Mapoly0047s0069"	"Mp6g14150"
"Mapoly0047s0070"	"Mp6g14160"
"Mapoly0047s0071"	"Mp6g14170"
"Mapoly0047s0072"	"Mp6g14180"
"Mapoly0047s0073"	"Mp6g14190"
"Mapoly0047s0074"	"Mp6g14200"
"Mapoly0047s0075"	"Mp6g14210"
"Mapoly0047s0076"	"Mp6g14220"
"Mapoly0047s0077"	"Mp6g14230"
"Mapoly0047s0078"	"Mp6g14240"
"Mapoly0047s0079"	"Mp6g14250"
"Mapoly0047s0080"	"Mp6g14260"
"Mapoly0047s0081"	"Mp6g14270"
"Mapoly0047s0082"	"Mp6g14280"
"Mapoly0047s0083"	"Mp6g14290"
"Mapoly0047s0084"	"Mp6g14300"
"Mapoly0047s0085"	"Mp6g14310"
"Mapoly0047s0086"	"Mp6g14320"
"Mapoly0047s0087"	"Mp6g14330"
"Mapoly0047s0088"	"Mp6g14340"
"Mapoly0047s0089"	"Mp6g14350"
"Mapoly0047s0090"	"Mp6g14360"
"Mapoly0047s0091"	"Mp6g14370"
"Mapoly0047s0092"	"Mp6g14380"
"Mapoly0047s0093"	"Mp6g14390"
"Mapoly0047s0094"	"Mp6g14400"
"Mapoly0047s0095"	"Mp6g14410"
"Mapoly0047s0096"	"Mp6g14420"
"Mapoly0047s0097"	"Mp6g14430"
"Mapoly0047s0098"	"Mp6g14440"
"Mapoly0047s0099"	"Mp6g14450"
"Mapoly0047s0100"	"-"
"Mapoly0047s0101"	"Mp6g14470"
"Mapoly0047s0102"	"Mp6g14480"
"Mapoly0047s0103"	"Mp6g14490"
"Mapoly0047s0104"	"Mp6g14500"
"Mapoly0047s0105"	"Mp6g14510"
"Mapoly0047s0106"	"Mp6g14520"
"Mapoly0047s0107"	"Mp6g14530"
"Mapoly0047s0108"	"Mp6g14540"
"Mapoly0047s0109"	"Mp6g14550"
"Mapoly0047s0112"	"Mp6g14560"
"Mapoly0047s0113"	"Mp6g14570"
"Mapoly0047s0114"	"Mp6g14580"
"Mapoly0047s0115"	"Mp6g14590"
"Mapoly0047s0116"	"Mp6g14620"
"Mapoly0047s0117"	"Mp6g14630"
"Mapoly0047s0118"	"Mp6g14640"
"Mapoly0047s0119"	"Mp6g14650"
"Mapoly0047s0120"	"Mp6g14660"
"Mapoly0047s0121"	"Mp6g14670"
"Mapoly0047s0122"	"Mp6g14680"
"Mapoly0047s0123"	"Mp6g14690"
"Mapoly0047s0124"	"Mp6g14700"
"Mapoly0047s0125"	"Mp6g14710"
"Mapoly0047s0126"	"Mp6g14720"
"Mapoly0047s0127"	"Mp6g14730"
"Mapoly0047s0128"	"Mp6g14740"
"Mapoly0047s0129"	"Mp6g14750"
"Mapoly0047s0130"	"Mp6g14760"
"Mapoly0047s0132"	"Mp6g14770"
"Mapoly0047s0133"	"Mp6g14780"
"Mapoly0047s0134"	"Mp6g14790"
"Mapoly0047s0135"	"Mp6g14800"
"Mapoly0047s0136"	"Mp6g14810"
"Mapoly0047s0137"	"Mp6g14820"
"Mapoly0047s0138"	"Mp6g14830"
"Mapoly0047s0139"	"Mp6g14840"
"Mapoly0269s0001"	"Mp6g14860"
"Mapoly0205s0001"	"Mp6g14880"
"Mapoly0056s0001"	"Mp6g14900"
"Mapoly0056s0002"	"-"
"Mapoly0056s0003"	"-"
"Mapoly0056s0004"	"Mp6g14930"
"Mapoly0056s0005"	"Mp6g14940"
"Mapoly0056s0006"	"Mp6g14950"
"Mapoly0056s0007"	"Mp6g14960"
"Mapoly0056s0008"	"Mp6g14980"
"Mapoly0056s0009"	"Mp6g14990"
"Mapoly0056s0010"	"Mp6g15000"
"Mapoly0056s0011"	"Mp6g15010"
"Mapoly0056s0012"	"Mp6g15020"
"Mapoly0056s0013"	"Mp6g15030"
"Mapoly0056s0014"	"Mp6g15040"
"Mapoly0056s0015"	"Mp6g15050"
"Mapoly0056s0016"	"Mp6g15060"
"Mapoly0056s0017"	"Mp6g15070"
"Mapoly0056s0018"	"Mp6g15080"
"Mapoly0056s0019"	"Mp6g15090"
"Mapoly0056s0020"	"Mp6g15100"
"Mapoly0056s0022"	"Mp6g15110"
"Mapoly0056s0023"	"Mp6g15120"
"Mapoly0056s0021"	"-"
"Mapoly0056s0024"	"Mp6g15140"
"Mapoly0056s0025"	"Mp6g15150"
"Mapoly0056s0026"	"Mp6g15160"
"Mapoly0056s0027"	"Mp6g15170"
"Mapoly0056s0028"	"Mp6g15180"
"Mapoly0056s0029"	"Mp6g15190"
"Mapoly0056s0030"	"Mp6g15200"
"Mapoly0056s0031"	"Mp6g15210"
"Mapoly0056s0032"	"Mp6g15220"
"Mapoly0056s0033"	"Mp6g15230"
"Mapoly0056s0034"	"Mp6g15240"
"Mapoly0056s0035"	"Mp6g15250"
"Mapoly0056s0036"	"Mp6g15260"
"Mapoly0056s0037"	"Mp6g15270"
"Mapoly0056s0038"	"Mp6g15280"
"Mapoly0056s0039"	"Mp6g15290"
"Mapoly0056s0040"	"Mp6g15300"
"Mapoly0056s0041"	"Mp6g15310"
"Mapoly0056s0043"	"Mp6g15320"
"Mapoly0056s0045"	"Mp6g15330"
"Mapoly0056s0046"	"Mp6g15340"
"Mapoly0056s0047"	"Mp6g15350"
"Mapoly0056s0048"	"Mp6g15360"
"Mapoly0056s0049"	"Mp6g15370"
"Mapoly0056s0050"	"Mp6g15380"
"Mapoly0056s0051"	"Mp6g15390"
"Mapoly0056s0052"	"Mp6g15400"
"Mapoly0056s0053"	"Mp6g15410"
"Mapoly0056s0054"	"Mp6g15420"
"Mapoly0056s0055"	"Mp6g15430"
"Mapoly0056s0056"	"Mp6g15440"
"Mapoly0056s0057"	"Mp6g15450"
"Mapoly0056s0058"	"Mp6g15460"
"Mapoly0056s0059"	"Mp6g15470"
"Mapoly0056s0060"	"-"
"Mapoly0056s0061"	"Mp6g15490"
"Mapoly0056s0062"	"Mp6g15500"
"Mapoly0056s0063"	"Mp6g15510"
"Mapoly0056s0064"	"Mp6g15520"
"Mapoly0056s0065"	"Mp6g15530"
"Mapoly0056s0066"	"Mp6g15540"
"Mapoly0056s0067"	"Mp6g15550"
"Mapoly0056s0068"	"Mp6g15560"
"Mapoly0056s0069"	"Mp6g15570"
"Mapoly0056s0070"	"Mp6g15580"
"Mapoly0056s0071"	"Mp6g15590"
"Mapoly0056s0072"	"Mp6g15600"
"Mapoly0056s0073"	"Mp6g15610"
"Mapoly0056s0074"	"Mp6g15620"
"Mapoly0056s0075"	"Mp6g15630"
"Mapoly0056s0076"	"Mp6g15640"
"Mapoly0056s0077"	"Mp6g15650"
"Mapoly0056s0078"	"Mp6g15660"
"Mapoly0056s0079"	"Mp6g15670"
"Mapoly0056s0080"	"Mp6g15680"
"Mapoly0056s0081"	"Mp6g15690"
"Mapoly0056s0082"	"Mp6g15700"
"Mapoly0056s0083"	"Mp6g15710"
"Mapoly0056s0084"	"Mp6g15720"
"Mapoly0056s0085"	"Mp6g15730"
"Mapoly0056s0086"	"Mp6g15740"
"Mapoly0056s0087"	"Mp6g15750"
"Mapoly0056s0088"	"Mp6g15760"
"Mapoly0056s0089"	"Mp6g15770"
"Mapoly0056s0090"	"Mp6g15780"
"Mapoly0056s0091"	"Mp6g15790"
"Mapoly0056s0092"	"Mp6g15800"
"Mapoly0056s0093"	"Mp6g15810"
"Mapoly0056s0094"	"Mp6g15820"
"Mapoly0056s0095"	"Mp6g15830"
"Mapoly0056s0096"	"Mp6g15840"
"Mapoly0056s0097"	"Mp6g15850"
"Mapoly0056s0098"	"Mp6g15860"
"Mapoly0056s0099"	"Mp6g15870"
"Mapoly0056s0100"	"Mp6g15880"
"Mapoly0056s0101"	"Mp6g15890"
"Mapoly0056s0102"	"Mp6g15900"
"Mapoly0056s0103"	"Mp6g15910"
"Mapoly0056s0104"	"Mp6g15920"
"Mapoly0056s0105"	"Mp6g15930"
"Mapoly0056s0106"	"Mp6g15940"
"Mapoly0056s0107"	"Mp6g15950"
"Mapoly0056s0108"	"Mp6g15960"
"Mapoly0056s0109"	"Mp6g15970"
"Mapoly0056s0110"	"Mp6g15980"
"Mapoly0056s0111"	"Mp6g15990"
"Mapoly0056s0112"	"Mp6g16000"
"Mapoly0056s0113"	"Mp6g16010"
"Mapoly0056s0114"	"Mp6g16020"
"Mapoly0056s0115"	"Mp6g16030"
"Mapoly0056s0116"	"Mp6g16040"
"Mapoly0056s0117"	"Mp6g16050"
"Mapoly0056s0118"	"Mp6g16060"
"Mapoly0056s0119"	"Mp6g16070"
"Mapoly0056s0120"	"Mp6g16080"
"Mapoly0056s0121"	"Mp6g16090"
"Mapoly0056s0122"	"Mp6g16100"
"Mapoly0056s0123"	"Mp6g16120"
"Mapoly0056s0124"	"Mp6g16130"
"Mapoly0056s0125"	"-"
"Mapoly1495s0001"	"Mp6g16150"
"Mapoly0056s0126"	"Mp6g16160"
"Mapoly0056s0127"	"Mp6g16170"
"Mapoly0056s0128"	"Mp6g16180"
"Mapoly0056s0129"	"Mp6g16190"
"Mapoly0056s0130"	"Mp6g16200"
"Mapoly0056s0131"	"Mp6g16210"
"Mapoly0056s0132"	"Mp6g16220"
"Mapoly0056s0133"	"Mp6g16230"
"Mapoly0056s0134"	"Mp6g16240"
"Mapoly0056s0135"	"Mp6g16250"
"Mapoly0056s0136"	"Mp6g16260"
"Mapoly0056s0137"	"Mp6g16270"
"Mapoly0056s0138"	"Mp6g16280"
"Mapoly0056s0139"	"Mp6g16290"
"Mapoly0056s0140"	"Mp6g16300"
"Mapoly0056s0141"	"Mp6g16310"
"Mapoly0056s0142"	"Mp6g16320"
"Mapoly0056s0143"	"Mp6g16330"
"Mapoly0056s0144"	"Mp6g16340"
"Mapoly0056s0145"	"Mp6g16350"
"Mapoly3629s0001"	"-"
"Mapoly0643s0001"	"Mp6g16370"
"Mapoly0170s0039"	"Mp6g16380"
"Mapoly0170s0038"	"Mp6g16390"
"Mapoly0170s0037"	"-"
"Mapoly0170s0036"	"Mp6g16410"
"Mapoly0170s0035"	"Mp6g16420"
"Mapoly0170s0034"	"Mp6g16430"
"Mapoly0170s0033"	"Mp6g16440"
"Mapoly0170s0032"	"Mp6g16450"
"Mapoly0170s0031"	"Mp6g16460"
"Mapoly0170s0030"	"Mp6g16470"
"Mapoly0170s0029"	"Mp6g16480"
"Mapoly0170s0028"	"Mp6g16490"
"Mapoly0170s0026"	"Mp6g16500"
"Mapoly0170s0027"	"Mp6g16510"
"Mapoly0170s0025"	"Mp6g16520"
"Mapoly0170s0024"	"Mp6g16530"
"Mapoly0170s0023"	"Mp6g16540"
"Mapoly0170s0022"	"Mp6g16550"
"Mapoly0170s0021"	"Mp6g16560"
"Mapoly0170s0020"	"Mp6g16570"
"Mapoly0170s0019"	"Mp6g16580"
"Mapoly0170s0018"	"Mp6g16590"
"Mapoly0170s0017"	"Mp6g16600"
"Mapoly0170s0016"	"Mp6g16610"
"Mapoly0170s0015"	"Mp6g16620"
"Mapoly0170s0014"	"Mp6g16630"
"Mapoly0170s0013"	"Mp6g16640"
"Mapoly0170s0012"	"Mp6g16650"
"Mapoly0170s0011"	"Mp6g16660"
"Mapoly0170s0010"	"Mp6g16670"
"Mapoly0170s0009"	"Mp6g16680"
"Mapoly0170s0008"	"Mp6g16690"
"Mapoly0170s0007"	"Mp6g16700"
"Mapoly0170s0006"	"Mp6g16710"
"Mapoly0170s0005"	"Mp6g16720"
"Mapoly0170s0004"	"Mp6g16730"
"Mapoly0170s0003"	"Mp6g16740"
"Mapoly0144s0032"	"Mp6g16750"
"Mapoly0144s0031"	"Mp6g16760"
"Mapoly1480s0001"	"Mp6g16770"
"Mapoly0467s0002"	"Mp6g16790"
"Mapoly0467s0001"	"Mp6g16800"
"Mapoly0144s0033"	"Mp6g16820"
"Mapoly0144s0030"	"-"
"Mapoly0144s0029"	"Mp6g16840"
"Mapoly0144s0028"	"Mp6g16850"
"Mapoly0144s0027"	"Mp6g16860"
"Mapoly0144s0026"	"Mp6g16870"
"Mapoly0144s0025"	"Mp6g16880"
"Mapoly0144s0022"	"Mp6g16900"
"Mapoly0144s0021"	"-"
"Mapoly0510s0001"	"Mp6g16920"
"Mapoly0510s0002"	"Mp6g16930"
"Mapoly0144s0020"	"Mp6g16940"
"Mapoly0144s0019"	"Mp6g16950"
"Mapoly0144s0018"	"Mp6g16960"
"Mapoly0144s0017"	"Mp6g16970"
"Mapoly0144s0014"	"Mp6g16990"
"Mapoly0144s0013"	"Mp6g17000"
"Mapoly0144s0016"	"Mp6g17010"
"Mapoly0144s0015"	"Mp6g17020"
"Mapoly0144s0012"	"Mp6g17030"
"Mapoly0144s0011"	"Mp6g17040"
"Mapoly0144s0010"	"Mp6g17050"
"Mapoly0144s0009"	"Mp6g17060"
"Mapoly0144s0008"	"Mp6g17070"
"Mapoly0144s0007"	"Mp6g17080"
"Mapoly0144s0006"	"Mp6g17090"
"Mapoly0144s0005"	"Mp6g17100"
"Mapoly0144s0004"	"Mp6g17110"
"Mapoly0144s0003"	"Mp6g17120"
"Mapoly0144s0002"	"Mp6g17130"
"Mapoly1175s0002"	"Mp6g17190"
"Mapoly1175s0001"	"Mp6g17200"
"Mapoly0184s0028"	"Mp6g17210"
"Mapoly0184s0027"	"Mp6g17230"
"Mapoly0184s0026"	"Mp6g17240"
"Mapoly0184s0025"	"Mp6g17250"
"Mapoly0184s0024"	"Mp6g17260"
"Mapoly0184s0023"	"Mp6g17270"
"Mapoly0184s0022"	"Mp6g17280"
"Mapoly0184s0021"	"Mp6g17290"
"Mapoly0184s0020"	"Mp6g17300"
"Mapoly0184s0019"	"Mp6g17310"
"Mapoly0184s0018"	"Mp6g17320"
"Mapoly0184s0017"	"Mp6g17330"
"Mapoly0184s0016"	"Mp6g17340"
"Mapoly0184s0015"	"Mp6g17350"
"Mapoly0184s0014"	"Mp6g17360"
"Mapoly0184s0013"	"Mp6g17370"
"Mapoly0184s0012"	"Mp6g17380"
"Mapoly0184s0011"	"Mp6g17390"
"Mapoly0184s0010"	"Mp6g17400"
"Mapoly0184s0009"	"Mp6g17410"
"Mapoly0184s0008"	"Mp6g17420"
"Mapoly0184s0007"	"Mp6g17430"
"Mapoly0184s0006"	"Mp6g17440"
"Mapoly0184s0005"	"Mp6g17450"
"Mapoly0184s0004"	"Mp6g17460"
"Mapoly0184s0003"	"Mp6g17470"
"Mapoly0184s0002"	"Mp6g17480"
"Mapoly0247s0002"	"-"
"Mapoly0247s0001"	"Mp6g17500"
"Mapoly0265s0002"	"Mp6g17510"
"Mapoly0265s0001"	"Mp6g17520"
"Mapoly2058s0001"	"Mp6g17530"
"Mapoly0145s0032"	"Mp6g17540"
"Mapoly0145s0031"	"Mp6g17550"
"Mapoly0145s0030"	"Mp6g17560"
"Mapoly0145s0029"	"Mp6g17570"
"Mapoly0145s0028"	"Mp6g17580"
"Mapoly0145s0027"	"Mp6g17590"
"Mapoly0145s0026"	"Mp6g17600"
"Mapoly0145s0025"	"Mp6g17610"
"Mapoly0145s0024"	"Mp6g17620"
"Mapoly0145s0023"	"-"
"Mapoly0145s0022"	"Mp6g17640"
"Mapoly0145s0021"	"Mp6g17650"
"Mapoly0145s0020"	"-"
"Mapoly0145s0019"	"Mp6g17670"
"Mapoly0145s0018"	"Mp6g17680"
"Mapoly0145s0017"	"Mp6g17690"
"Mapoly0145s0016"	"Mp6g17700"
"Mapoly0145s0015"	"Mp6g17710"
"Mapoly0145s0014"	"Mp6g17720"
"Mapoly0145s0013"	"Mp6g17730"
"Mapoly0145s0012"	"Mp6g17740"
"Mapoly0145s0011"	"Mp6g17750"
"Mapoly0145s0010"	"Mp6g17760"
"Mapoly0145s0009"	"Mp6g17770"
"Mapoly0145s0008"	"Mp6g17780"
"Mapoly0145s0007"	"Mp6g17790"
"Mapoly0145s0006"	"Mp6g17800"
"Mapoly0145s0005"	"-"
"Mapoly0145s0004"	"Mp6g17820"
"Mapoly0145s0003"	"Mp6g17830"
"Mapoly0145s0001"	"Mp6g17840"
"Mapoly0145s0002"	"Mp6g17850"
"Mapoly0967s0001"	"Mp6g17860"
"Mapoly0237s0001"	"Mp6g17870"
"Mapoly0237s0004"	"Mp6g17880"
"Mapoly0237s0005"	"Mp6g17890"
"Mapoly0237s0006"	"Mp6g17900"
"Mapoly0391s0001"	"Mp6g17910"
"Mapoly0038s0002"	"Mp6g17920"
"Mapoly0038s0001"	"Mp6g17930"
"Mapoly0994s0001"	"Mp6g17940"
"Mapoly0038s0005"	"Mp6g17950"
"Mapoly0038s0006"	"Mp6g17960"
"Mapoly0038s0007"	"Mp6g17970"
"Mapoly0038s0008"	"Mp6g17980"
"Mapoly0038s0009"	"Mp6g17990"
"Mapoly0038s0010"	"Mp6g18000"
"Mapoly0038s0011"	"Mp6g18010"
"Mapoly0038s0012"	"Mp6g18020"
"Mapoly0038s0013"	"Mp6g18030"
"Mapoly0038s0015"	"Mp6g18040"
"Mapoly0038s0016"	"-"
"Mapoly2529s0001"	"Mp6g18060"
"Mapoly0038s0017"	"Mp6g18070"
"Mapoly0038s0018"	"Mp6g18080"
"Mapoly0038s0019"	"Mp6g18090"
"Mapoly0038s0020"	"-"
"Mapoly0496s0001"	"Mp6g18110"
"Mapoly0038s0022"	"Mp6g18130"
"Mapoly0038s0023"	"Mp6g18140"
"Mapoly0038s0024"	"Mp6g18150"
"Mapoly0038s0025"	"Mp6g18160"
"Mapoly0038s0026"	"Mp6g18170"
"Mapoly0038s0027"	"Mp6g18180"
"Mapoly0038s0028"	"Mp6g18190"
"Mapoly0038s0029"	"Mp6g18200"
"Mapoly0038s0030"	"Mp6g18210"
"Mapoly0038s0031"	"Mp6g18220"
"Mapoly0038s0032"	"Mp6g18230"
"Mapoly0038s0033"	"Mp6g18240"
"Mapoly0038s0034"	"Mp6g18250"
"Mapoly0038s0035"	"Mp6g18260"
"Mapoly0038s0036"	"Mp6g18270"
"Mapoly0038s0038"	"Mp6g18280"
"Mapoly0038s0039"	"Mp6g18290"
"Mapoly0038s0040"	"Mp6g18300"
"Mapoly0038s0041"	"Mp6g18310"
"Mapoly0038s0042"	"Mp6g18320"
"Mapoly0038s0043"	"Mp6g18330"
"Mapoly0038s0044"	"Mp6g18340"
"Mapoly0038s0045"	"Mp6g18350"
"Mapoly0038s0046"	"Mp6g18360"
"Mapoly0038s0047"	"Mp6g18370"
"Mapoly0038s0048"	"Mp6g18380"
"Mapoly0038s0049"	"Mp6g18390"
"Mapoly0038s0050"	"Mp6g18400"
"Mapoly0038s0051"	"Mp6g18410"
"Mapoly0038s0052"	"Mp6g18420"
"Mapoly0038s0053"	"Mp6g18430"
"Mapoly0038s0054"	"Mp6g18440"
"Mapoly0038s0055"	"Mp6g18450"
"Mapoly0038s0056"	"Mp6g18460"
"Mapoly0038s0057"	"Mp6g18470"
"Mapoly0038s0058"	"Mp6g18480"
"Mapoly0038s0059"	"Mp6g18490"
"Mapoly0038s0060"	"Mp6g18500"
"Mapoly0038s0061"	"Mp6g18510"
"Mapoly0038s0062"	"Mp6g18520"
"Mapoly0038s0063"	"Mp6g18530"
"Mapoly0038s0064"	"Mp6g18540"
"Mapoly0038s0065"	"Mp6g18550"
"Mapoly0038s0066"	"Mp6g18560"
"Mapoly0038s0067"	"Mp6g18570"
"Mapoly0038s0068"	"Mp6g18580"
"Mapoly0038s0069"	"Mp6g18590"
"Mapoly0038s0070"	"Mp6g18600"
"Mapoly0038s0071"	"Mp6g18610"
"Mapoly0038s0072"	"Mp6g18620"
"Mapoly0038s0073"	"Mp6g18630"
"Mapoly0038s0074"	"Mp6g18640"
