UniqueCount	AmbigCount
136	0
1514	0
0	231
2	231
0	225
0	222
0	243
0	249
424	21
158	0
224	0
0	0
0	1129
66	1129
38	228
20	228
152	0
0	63
4	63
444	0
0	0
547	15
415	32
998	0
35	0
1839	0
0	0
141	0
0	0
74	0
4	0
20	0
10	230
0	232
3	233
91	0
0	302
1	304
0	296
0	294
0	0
73	0
369	0
811	0
2	0
534	0
122	0
408	0
210	0
331	0
4	0
1	0
2	0
675	0
408	1
0	0
139	0
317	0
576	0
219	0
332	0
23	568
17	568
0	0
0	0
41	0
0	0
79	339
2	339
79	0
86	299
2	302
9	302
185	0
2	0
217	0
962	0
143	0
48	624
0	624
137	0
74	0
9	0
1	0
1	0
0	82
0	89
0	70
0	100
0	0
0	0
1	0
497	0
1890	0
738	0
0	801
0	806
0	793
0	814
52	1341
2	1346
68	1301
2	0
380	0
7	0
95	330
22	330
208	11096
16	11054
89	11099
535	0
547	0
0	0
0	0
308	0
12	0
0	0
0	0
281	0
0	30
0	25
0	30
0	30
186	0
16	225
0	228
0	221
1	245
3	245
0	238
4	238
3	0
0	0
2	0
382	0
461	0
201	0
102	0
0	0
0	818
8	817
1	792
209	0
416	0
0	0
0	3
0	3
2	38
1	38
8	0
0	5
1	5
1999	0
3766	0
0	0
5	0
133	0
206	0
315	0
91	112
4	159
6	159
7	670
2	670
261	0
343	0
0	0
1523	0
18	6
514	0
36	0
132	0
0	279
0	279
0	276
0	278
0	281
0	280
0	277
0	280
0	277
0	278
0	281
0	271
0	268
0	259
0	270
0	267
0	276
323	0
2	990
7	990
0	0
220	1
4	1
49	0
0	0
7	540
7	540
7	358
8	367
0	367
1	311
0	311
0	280
335	0
0	0
0	0
13	738
206	738
84	0
359	0
40	318
8	318
394	0
249	0
1	273
1	273
5	226
0	0
305	71
782	0
153	0
168	0
402	0
1602	0
227	2277
11	2277
565	0
238	0
104	0
0	0
0	0
0	0
0	0
0	0
233	0
75	0
569	0
0	0
49	0
211	0
10	349
1	343
22	349
87	0
495	0
4	284
1	284
1047	0
127	0
0	0
265	0
0	0
0	0
1122	0
899	0
8	0
10	888
53	888
1	0
1019	0
2	57
3	57
0	300
0	287
0	287
0	287
0	293
3	395
0	402
5	970
0	970
135	0
9	250
1	250
445	0
19	0
205	0
139	0
0	13
2	13
20	0
22	860
24	860
328	0
213	400
143	0
0	3673
20	0
302	400
225	0
568	0
549	0
344	0
188	0
2	449
8	449
1226	0
14	0
171	0
250	0
817	0
0	0
0	0
622	0
0	0
1	0
6	2008
60	2019
6	2019
438	0
0	320
0	290
27	308
387	0
12	0
2	0
5	0
0	0
0	0
18	1420
4	1353
0	1432
1019	116
0	2
0	1
1	0
1	2
0	6
0	6
5	115
0	1
447	0
6	3356
0	3374
2	3374
34	0
202	0
98	0
516	0
508	0
493	0
172	0
129	0
304	0
1	142
13	142
0	130
22	91
484	0
0	0
2	246
24	246
629	0
393	0
185	0
192	0
672	0
1816	0
0	0
4	551
5	551
99	0
330	1246
24	1246
0	7
0	7
143	0
1	317
0	317
763	0
3	0
4	354
14	354
13	680
1	572
294	177
76	310
22	310
25	0
0	248
0	236
0	226
0	258
7	0
39	0
14	11
0	11
9	1979
171	1979
6	1963
370	0
0	0
131	0
118	0
39	244
0	236
0	244
1242	0
24	602
307	602
0	0
238	0
183	0
355	0
47	219
2	219
20	431
3	431
311	0
362	0
304	0
4	104
1	104
4	232
2	232
435	0
5	532
1	532
54	0
143	0
14	0
6	0
229	0
963	0
0	0
0	0
0	0
163	0
628	0
558	0
265	0
1684	0
0	9
0	11
0	8
0	10
1288	0
1479	0
0	0
0	0
0	26
0	23
0	25
0	24
365	0
67	0
640	0
553	0
0	267
0	213
0	234
160	0
0	0
2	0
309	0
0	178
19	178
1864	0
4	0
0	923
11	839
0	880
1209	0
1016	0
0	0
171	0
396	0
3234	0
24	0
209	0
400	0
1040	0
464	0
316	0
0	0
70	0
649	0
0	0
66	0
847	0
1378	0
0	0
10	4
18	180
0	189
11	164
1	0
10	0
16	0
38	0
2	117
0	117
1	114
183	267
0	267
0	266
12	296
0	298
12	0
106	0
483	0
4363	0
0	0
16	0
950	0
559	0
925	0
0	0
180	0
1	0
1202	0
606	0
49	1135
3	1135
216	0
2675	0
195	0
3077	0
1056	0
4	2109
37	2109
448	0
0	0
0	0
1165	0
0	0
12	0
17	881
1	881
248	0
0	44
0	44
0	40
0	36
0	38
0	38
0	36
0	36
124	0
9	0
7749	0
6321	0
0	1060
314	1060
522	0
1373	0
353	0
290	0
262	0
1070	0
722	0
76	0
457	0
37	397
0	394
1	397
0	1102
214	993
59	1100
0	240
18	238
0	240
87	0
201	0
477	0
16	0
1	431
6	431
24	887
9	887
91	321
0	321
1	0
629	0
124	0
0	0
999	0
230	0
415	0
335	0
461	0
5	467
14	467
197	0
733	0
282	0
7950	0
297	0
263	0
272	0
0	0
0	6
85	366
33	366
369	0
231	0
20	0
37	0
206	0
66	0
4	0
328	0
2	0
65	0
199	0
1	0
216	0
2621	0
4498	0
903	0
655	0
1161	0
0	424
2	368
32	416
196	0
603	0
974	0
1104	0
664	0
11	0
828	0
4949	0
0	0
41	10
0	0
3	0
14	299
1	111
108	0
0	0
0	0
239	0
154	299
0	0
511	111
216	0
4	37
118	40
0	0
307	0
298	0
603	15
535	0
69	0
22	0
3	0
120	0
581	654
499	723
0	0
39	359
0	0
7	0
2044	0
8	0
552	0
4	275
1	281
77	210
0	9
0	9
408	0
0	429
0	439
0	425
0	446
0	432
0	443
1	434
0	443
0	450
0	293
4	293
10	61
3	61
1863	0
608	0
140	0
1	131
3	131
12	1086
1	1086
0	0
0	0
898	0
178	0
2	635
0	609
0	599
0	641
5	617
615	0
0	0
354	0
8998	0
912	0
3	605
0	605
0	1
21	242
2	243
0	435
1	435
627	0
43	1279
52	1279
458	0
6	1022
0	1017
0	1018
594	0
35	570
31	555
11	412
220	0
1312	0
0	0
0	0
362	0
2	170
4	170
91	0
223	0
455	0
425	0
1453	0
620	0
116	0
662	0
2	0
774	0
4	254
8	254
236	0
0	0
0	0
1099	0
657	0
2	0
9	537
76	537
25	0
2	0
0	3370
0	3268
0	3178
0	3076
66	1
204	64
2	63
366	0
655	0
290	0
0	0
448	0
0	1329
0	1192
0	1186
0	1323
0	413
0	385
0	399
0	371
472	0
207	0
140	0
150	0
448	0
1137	0
314	0
1	0
1	0
5	1835
113	1835
255	0
365	0
155	0
346	0
1	144
3	144
36	123
4	123
1203	0
641	0
2512	4088
144	0
64	0
21	287
0	287
242	0
128	0
0	0
40	0
0	0
8537	0
5993	0
42	445
9	445
202	0
185	0
14	255
1	255
0	364
0	378
0	376
0	381
0	364
2	68
1	68
11	497
15	497
0	1
0	1
2584	0
0	0
0	0
0	3
0	3
0	306
0	306
0	302
0	302
0	302
0	306
0	302
231	0
0	0
2	0
1336	0
789	22
1	583
0	533
0	556
0	588
232	0
10146	0
520	0
0	133
105	133
851	0
0	281
2	281
5	1909
124	1909
832	0
56	665
2	665
665	0
523	0
289	0
551	0
357	0
246	0
209	0
14	0
1	0
1	142
0	142
172	0
170	0
181	0
44	0
16	1043
1	1043
0	0
0	18
0	18
0	17
221	0
1	0
43	0
0	12
0	12
0	4
0	4
159	0
197	0
314	0
422	0
916	0
1479	0
401	0
1194	0
0	0
0	0
1	0
0	0
0	5
0	5
0	5
0	5
0	5
0	5
712	0
2	136
0	136
0	0
35	0
3	0
1264	0
248	2000
6	2000
36	434
28	434
755	0
0	0
0	0
20	0
1042	0
5568	4088
78	0
593	0
1448	0
6	1464
42	1464
203	0
670	0
85	0
226	0
553	0
0	225
4	225
174	0
0	1
0	1
5370	0
175	0
523	0
4	0
930	0
332	0
13	0
1397	0
548	0
17	572
0	561
0	565
344	0
411	183
5	188
1	118
0	124
0	0
0	0
5133	0
295	0
2	0
747	0
454	0
0	0
390	0
340	0
1666	0
13	2
12	85
2	91
0	0
0	0
5	207
0	192
108	184
32	0
53	0
902	0
12	0
0	6
0	5
0	4
110	381
0	381
0	0
285	0
353	0
6	63
0	63
13	95
0	95
652	0
452	0
4648	0
144	0
209	0
6	9
75	0
6	9
181	0
157	0
0	529
1	521
0	505
0	513
0	504
0	511
346	0
739	0
3433	0
0	250
0	232
0	244
0	262
1182	0
67	0
15	0
4	294
1	294
0	1
0	0
847	0
1	0
449	0
383	0
429	0
487	0
147	0
7	0
79	0
2	437
8	437
19	127
62	127
2	74
1	74
21	0
0	0
8	0
95	0
222	1
121	1
7	0
228	0
14	824
1	824
4	824
107	0
2247	0
2	0
0	0
0	1
196	1
113	23
0	6
0	1
0	1
0	1
0	1
0	1
0	0
107	0
79	0
0	3363
188	3363
429	0
1382	0
154	0
209	0
1	0
16	0
380	0
5	168
10	168
52	0
14	280
5	280
157	0
0	0
1273	0
151	0
366	0
11	257
3	257
373	0
0	0
460	0
360	0
403	0
0	0
938	0
930	0
6	0
9	97
1	97
1566	0
30	0
0	0
371	0
793	0
0	0
476	4
149	0
330	0
706	0
0	0
0	0
374	0
191	546
0	546
630	0
2	618
9	618
102	6
0	0
5	375
0	375
2	0
13	0
210	0
540	0
0	0
300	0
32	0
16	890
9	890
0	469
0	469
0	0
237	0
295	0
220	0
620	0
6	0
848	0
0	0
2	5
139	0
1	27
34	7
0	0
58	2
776	37
96	0
1187	0
1	0
1	221
1	221
387	0
772	0
414	0
0	233
0	233
272	0
194	0
0	5
1116	0
941	0
6	258
1	258
167	0
13	0
8	0
21	0
95	0
1	0
269	0
5	692
50	692
231	0
124	333
0	333
602	0
279	0
421	0
63	0
236	1
36	1
10	66
1	66
8	0
22	0
87	0
237	0
62	0
32	0
162	1418
0	1418
0	0
1	0
0	0
1	0
592	0
1	45
7	45
1621	0
310	0
3	94
0	94
105	0
187	0
8	0
0	0
75	0
141	0
25	7
1	0
164	271
792	271
6	427
8	311
2	0
8	685
12	631
5	784
39	784
2	440
2	440
165	0
166	0
5	0
0	319
16	319
14	532
3	532
100	0
10	0
0	145
59	145
695	0
0	5
0	5
0	5
18	726
1	726
340	0
1860	0
274	0
139	0
272	0
8	0
5	460
118	460
73	257
5	257
1	255
465	0
15	0
33	883
0	883
0	0
62	0
2	0
2047	0
359	0
1	0
0	0
2	0
23	3343
0	3497
41	2933
1316	0
1768	0
0	0
61	302
1	301
290	1
724	7
221	7
956	1
112	1
150	0
31	1098
2	1098
1	0
273	0
1	0
64	0
3	233
8	233
424	0
840	0
0	0
118	574
8	574
8	471
167	11688
97	11688
3	360
0	360
501	0
74	0
18	143
2	143
288	0
22	527
0	527
28	1128
4	1128
673	0
0	313
0	314
0	236
0	232
195	0
2	0
0	144
2	144
1	5
0	5
0	0
216	0
3	0
54	0
6	541
1	537
279	541
16	0
1617	0
130	2
562	0
11	113
4	113
99	231
5	231
14	0
47	0
431	0
240	0
73	0
1	0
623	0
28	307
0	307
794	0
12	0
0	0
13	0
0	0
0	0
823	0
722	0
10	0
552	73
91	0
113	0
7254	0
1616	0
7	0
13	0
638	0
23	122
829	0
25	659
11	659
892	0
0	0
826	0
474	0
382	0
295	0
755	10
1	10
426	0
0	0
2759	0
0	0
605	0
429	0
11	298
0	298
1080	0
52	0
36	342
0	342
0	0
633	0
835	0
1450	0
372	0
1250	0
0	152
0	185
0	185
3	185
73	0
24	0
234	0
204	537
195	537
15	570
3	570
174	0
1016	0
0	0
0	3
1122	3
354	0
1332	0
1178	0
0	304
0	302
0	154
0	156
1	0
3106	0
2620	0
44	250
3	250
832	0
37	325
10	325
1650	2
2	2
2	0
168	0
0	1
528	1
305	0
1183	0
0	180
1	180
0	0
169	0
914	0
29	294
0	294
0	239
164	0
0	0
461	0
0	0
178	0
21	0
0	0
19	283
33	283
352	0
5	7889
1342	7889
180	0
237	0
0	0
779	0
4	222
0	222
247	0
0	0
606	0
273	0
549	0
184	865
15	865
722	0
516	0
1	53
14	53
961	0
1166	0
0	0
0	0
10	804
14	804
90	0
142	1353
2	1353
272	0
628	0
0	0
30	379
3	379
83	772
14	772
419	0
4	0
1326	0
2	0
838	2917
1	2917
296	0
1130	0
324	0
1	39
2	39
166	0
0	0
523	0
16	219
0	219
1	0
604	0
0	0
9	410
111	410
2	0
2	913
2	913
211	913
10	350
15	350
1	573
1	541
0	583
0	0
13	1400
28	1400
0	0
183	1
265	1
278	0
335	0
64	0
4	0
11	512
1	512
5	507
4	1493
8	1543
0	1549
1421	0
4	0
0	276
0	244
0	236
0	268
0	237
0	205
0	213
0	245
0	236
4	0
3	0
352	0
316	0
177	0
0	9
0	9
560	0
362	0
228	263
0	233
3	263
1	0
0	0
352	0
1	0
80	0
69	0
5	97
3	97
114	0
362	0
16	139
5	139
246	0
1781	0
0	0
0	0
0	0
32	0
29	0
463	0
1459	0
466	0
79	0
60	0
2	0
0	216
16	216
2	0
10	349
3	349
131	0
226	0
250	0
0	0
3	0
153	1376
9	1321
3	1376
2997	0
560	0
52	0
180	0
738	0
5	0
52	296
2	296
154	0
42	0
172	0
257	0
77	644
10	644
330	0
275	0
467	0
5	0
1678	0
44	0
1	0
7	0
0	0
0	0
473	0
262	0
429	1
13	384
10	384
418	0
122	0
0	1023
0	921
0	934
0	1036
1707	0
0	82
0	80
7	69
11	393
9	393
5636	0
5	0
46	997
6	997
1	304
11	304
876	0
411	0
2	34
0	34
4303	0
1400	0
25	0
1	0
0	0
323	0
59	0
98	0
2425	0
1	0
154	0
86	0
0	0
2	146
5	146
73	0
0	282
0	258
0	270
0	261
0	273
0	279
49	122
2	122
89	0
0	0
204	0
44	0
672	0
116	0
910	0
0	0
212	0
13	0
0	0
309	0
896	0
511	0
366	0
5	333
11	333
92	0
604	0
54	0
0	0
109	0
616	0
30	2
448	2
105	0
0	0
6	0
177	0
0	0
0	0
0	0
446	0
18	0
348	0
1	0
5	0
125	0
137	0
35	901
40	901
98	242
6	242
0	241
49	2309
3	2309
0	0
15	607
0	641
7	639
446	0
0	0
13	0
0	0
0	0
0	0
1648	0
818	0
549	0
386	0
0	998
0	865
0	870
0	1048
0	992
0	997
0	1053
