UniqueCount	AmbigCount
86	0
1218	0
0	259
1	258
0	233
0	247
0	253
0	279
460	17
170	0
270	0
0	0
0	1151
66	1151
29	281
32	281
201	0
0	77
5	77
413	0
0	0
666	11
530	41
1144	0
27	0
1622	0
0	0
135	0
0	0
104	0
1	0
13	0
7	342
2	345
5	346
35	0
0	346
0	348
0	337
0	335
1	0
265	0
424	0
772	0
1	0
614	0
145	0
396	0
230	0
319	0
0	0
0	0
4	0
825	0
519	0
0	0
148	0
230	0
625	0
206	0
413	0
15	569
16	569
0	0
0	0
96	0
0	0
81	361
7	361
64	0
72	211
0	212
4	212
209	0
1	0
245	0
841	0
256	0
55	704
1	704
158	0
87	0
13	0
6	0
1	0
0	212
0	262
0	189
0	282
0	0
0	0
1	0
234	0
1655	0
675	0
0	845
0	841
0	833
0	853
65	1507
6	1522
49	1466
0	0
366	0
2	0
90	339
18	339
295	13551
18	13480
117	13554
577	0
598	0
0	0
0	0
334	0
0	0
0	0
0	0
303	0
0	51
0	35
0	51
0	51
172	0
9	219
0	219
0	208
7	294
4	294
0	395
2	395
4	0
0	0
0	0
493	0
439	0
133	0
70	0
2	0
0	1129
15	1129
2	1089
296	0
443	0
0	0
3	0
0	0
0	69
0	69
1	0
0	20
8	20
2001	0
7676	0
0	0
1	0
126	0
167	0
194	0
77	93
2	155
5	155
6	476
5	476
208	0
529	0
0	0
2328	0
55	6
420	0
51	0
106	0
0	391
0	372
0	365
0	387
0	394
0	373
0	385
0	392
0	366
0	368
0	375
0	388
0	381
0	350
0	386
0	379
0	384
276	0
2	977
15	977
0	0
223	0
4	0
74	0
0	0
9	491
7	491
8	446
9	462
0	460
0	388
0	388
0	347
269	0
0	0
1	0
20	975
257	975
114	0
606	0
18	286
13	286
497	0
332	0
2	217
3	217
5	180
0	0
391	117
811	0
167	0
170	0
352	0
2157	0
219	2218
9	2218
776	0
234	0
106	0
0	0
0	0
0	0
1	0
0	0
217	0
57	0
488	0
0	0
83	0
230	0
5	289
0	282
24	289
49	0
476	0
9	183
1	183
1069	0
155	0
0	0
250	0
0	0
0	0
1026	0
928	0
8	0
11	820
41	820
0	0
1144	0
0	49
1	49
0	879
0	832
0	832
0	832
0	854
1	1245
0	1270
0	494
0	494
166	0
10	329
3	329
531	0
42	0
186	0
149	0
1	18
1	18
1	0
22	20505
635	20505
166	0
353	694
258	3
1	3826
21	0
531	697
199	4
294	0
792	0
300	0
148	0
5	481
10	481
1075	0
34	0
261	0
353	0
1019	0
0	0
0	0
759	0
0	0
0	0
3	1540
54	1544
1	1544
509	0
0	445
1	411
28	433
525	0
11	0
1	0
1	0
0	0
0	0
10	1260
1	1197
0	1275
914	133
6	3
0	1
0	1
0	1
0	2
0	2
1	132
1	1
465	0
8	3704
0	3725
2	3725
15	0
241	0
115	0
574	0
324	0
467	0
159	0
147	0
490	0
1	231
11	231
0	209
33	161
690	0
0	0
0	304
20	304
743	0
378	0
153	0
256	0
950	0
927	0
0	0
3	513
1	513
141	0
926	3184
25	3184
0	0
0	0
160	0
0	410
0	410
1058	0
0	0
4	327
29	327
8	563
0	419
298	199
51	204
10	204
33	0
0	213
0	180
0	183
0	210
5	0
24	0
15	12
0	12
7	2144
194	2144
9	2130
340	0
0	0
141	0
228	0
30	118
0	114
0	118
1195	0
20	757
359	757
0	0
323	0
148	0
263	0
41	293
5	293
22	578
10	578
394	0
376	0
229	0
1	157
0	157
7	635
4	635
656	0
5	870
0	870
51	0
123	0
2	0
0	0
254	0
1135	0
0	0
0	0
0	0
210	0
697	0
612	0
267	0
1777	0
0	12
0	12
0	12
0	12
1119	0
1302	0
0	0
0	0
0	13
0	12
0	13
0	12
436	0
33	0
671	0
702	0
0	281
0	211
0	242
139	0
0	0
1	0
308	0
0	199
44	199
2830	0
1	0
0	941
9	889
0	882
978	0
1451	0
0	0
202	0
607	0
5128	0
46	0
223	0
567	0
1022	0
524	0
586	0
1	0
59	0
587	0
0	0
68	0
900	0
1323	0
0	0
1	2
26	235
0	247
10	222
0	0
10	0
17	0
52	0
2	119
1	119
0	118
219	279
